objectid,filename,youtubeid,vimeoid,title,format,description,creator,recipient,date,item_information,subject,location,latitude,longitude,source,identifier,rights,rightsstatement,type,culture
coll288,288,,,"Votive slip folio 36 verso 2, 769.952.C685 v.39",image/jpg,Single-unit votive slip with double black border. Dark background. Four white slips with black text at top. Female spirit watching over small human in black.,Unknown,,Taishō period (1912-1926),single-page; print,Yōkai,Japan,35.6762,139.6503,"Gertrude Bass Warner Memorial Library, Japanese Art, Special Collections and University Archives, University of Oregon Libraries, Eugene, Oregon.

Link to item page on Oregon Digital",769_952_c685_v39_0073b,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/InC-EDU/1.0/,Image;StillImage,Japanese
coll289,289,,,"Votive slip folio 36 verso 1, 769.952.C685 v.39",image/jpg,Single-unit votive slip with double black border. Dark background. Four white slips with black text at top. Female spirit in white robe watching over small human in red falling down.,Unknown,,Taishō period (1912-1926),single-page; print,Yōkai,Japan,35.6762,139.6503,"Gertrude Bass Warner Memorial Library, Japanese Art, Special Collections and University Archives, University of Oregon Libraries, Eugene, Oregon.

Link to item page on Oregon Digital",769_952_c685_v39_0073a,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/InC-EDU/1.0/,Image;StillImage,Japanese
coll290,290,,,"Votive slip folio 35 recto 3, 769.952.C685 v.39",image/jpg,Single-unit votive slip with double black border. Dark background. Four white slips with black text at top. Shadow figure watching over humans in boat in water.,Unknown,,Taishō period (1912-1926),single-page; print,Yōkai,Japan,35.6762,139.6503,"Gertrude Bass Warner Memorial Library, Japanese Art, Special Collections and University Archives, University of Oregon Libraries, Eugene, Oregon.

Link to item page on Oregon Digital",769_952_c685_v39_0072c,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/InC-EDU/1.0/,Image;StillImage,Japanese
coll291,291,,,"Votive slip folio 35 recto 2, 769.952.C685 v.39",image/jpg,Single-unit votive slip with double black border. Dark background. Four white slips with black text at top. White ghoul watching over humans on grassy bridge near water.,Unknown,,Taishō period (1912-1926),single-page; print,Yōkai,Japan,35.6762,139.6503,"Gertrude Bass Warner Memorial Library, Japanese Art, Special Collections and University Archives, University of Oregon Libraries, Eugene, Oregon.

Link to item page on Oregon Digital",769_952_c685_v39_0072b,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/InC-EDU/1.0/,Image;StillImage,Japanese
coll292,292,,,"Votive slip folio 35 recto 1, 769.952.C685 v.39",image/jpg,Single-unit votive slip with double black border. Dark background. Four white slips with black text at top. Shadow figure watching over small human on bridge near water.,Unknown,,Taishō period (1912-1926),single-page; print,Yōkai,Japan,35.6762,139.6503,"Gertrude Bass Warner Memorial Library, Japanese Art, Special Collections and University Archives, University of Oregon Libraries, Eugene, Oregon.

Link to item page on Oregon Digital",769_952_c685_v39_0072a,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/InC-EDU/1.0/,Image;StillImage,Japanese
coll293,293,,,"Matchbook cover folio 16 recto 10, 769.952.C685 v.35",image/jpg,Single matchbook cover with black border. Evil spirit against grey background. White votive slip with black text in bottom left corner.,Unknown,,Unknown,single-page; matchbooks,Yōkai; Matchbook Labels,Japan,35.6762,139.6503,"Gertrude Bass Warner Memorial Library, Japanese Art, Special Collections and University Archives, University of Oregon Libraries, Eugene, Oregon.

Link to item page on Oregon Digital",769_952_c685_v35_0034j,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/InC-EDU/1.0/,Image;StillImage,Japanese
coll294,294,,,"Matchbook cover folio 16 recto 9, 769.952.C685 v.35",image/jpg,Single matchbook cover with black border. Evil spirit against grey background. White votive slip with black text in bottom left corner.,Unknown,,Unknown,single-page; matchbooks,Yōkai; Matchbook Labels,Japan,35.6762,139.6503,"Gertrude Bass Warner Memorial Library, Japanese Art, Special Collections and University Archives, University of Oregon Libraries, Eugene, Oregon.

Link to item page on Oregon Digital",769_952_c685_v35_0034i,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/InC-EDU/1.0/,Image;StillImage,Japanese
coll295,295,,,"Matchbook cover folio 16 recto 8, 769.952.C685 v.35",image/jpg,Single matchbook cover with black border. Evil spirit against grey background. White votive slip with black text in bottom left corner.,Unknown,,Unknown,single-page; matchbooks,Yōkai; Matchbook Labels,Japan,35.6762,139.6503,"Gertrude Bass Warner Memorial Library, Japanese Art, Special Collections and University Archives, University of Oregon Libraries, Eugene, Oregon.

Link to item page on Oregon Digital",769_952_c685_v35_0034h,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/InC-EDU/1.0/,Image;StillImage,Japanese
coll296,296,,,"Matchbook cover folio 16 recto 7, 769.952.C685 v.35",image/jpg,Single matchbook cover with black border. Evil spirit against grey background. White votive slip with black text in bottom left corner.,Unknown,,Unknown,single-page; matchbooks,Yōkai; Matchbook Labels,Japan,35.6762,139.6503,"Gertrude Bass Warner Memorial Library, Japanese Art, Special Collections and University Archives, University of Oregon Libraries, Eugene, Oregon.

Link to item page on Oregon Digital",769_952_c685_v35_0034g,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/InC-EDU/1.0/,Image;StillImage,Japanese
coll297,297,,,"Matchbook cover folio 16 recto 6, 769.952.C685 v.35",image/jpg,Single matchbook cover with black border. Evil spirit against grey background. White votive slip with black text in bottom left corner.,Unknown,,Unknown,single-page; matchbooks,Yōkai; Matchbook Labels,Japan,35.6762,139.6503,"Gertrude Bass Warner Memorial Library, Japanese Art, Special Collections and University Archives, University of Oregon Libraries, Eugene, Oregon.

Link to item page on Oregon Digital",769_952_c685_v35_0034f,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/InC-EDU/1.0/,Image;StillImage,Japanese
